"Recipient WHO Region","Core capacity","Core capacity code","Total disbursed (nominal USD)","Year"
wpro,Reporting,D.3,20588434.4645022,2016.0
,Antimicrobial Resistance (AMR),P.3,79198032.98206627,2016.0
euro,Biosafety and Biosecurity,P.6,2286462.9901950834,2016.0
emro,Zoonotic Disease,P.4,18572589.040341496,2016.0
emro,Point of Entry (PoE),PoE,669798.1069980415,2016.0
emro,Workforce Development,D.4,82291229.46524969,2016.0
afro,Emergency Response Operations,R.2,343393500.05828303,2016.0
amro,Risk Communication,R.5,152507.73419072808,2016.0
wpro,Unspecified,Unspecified,354141808.915916,2016.0
afro,Chemical Events,CE,2837761.904995315,2016.0
wpro,National Laboratory System,D.1,33282095.689936,2016.0
afro,Zoonotic Disease,P.4,212282583.96702427,2016.0
emro,Immunization,P.7,342785962.7457263,2016.0
afro,"National Legislation, Policy, and Financing",P.1,624402018.1972601,2016.0
,"National Legislation, Policy, and Financing",P.1,362946205.46981025,2016.0
wpro,Medical Countermeasures and Personnel Deployment,R.4,865399.7763981399,2016.0
wpro,"National Legislation, Policy, and Financing",P.1,19443406.014693245,2016.0
,Biosafety and Biosecurity,P.6,24949793.066731952,2016.0
amro,Workforce Development,D.4,71203156.65874672,2016.0
afro,Reporting,D.3,1211592603.5639071,2016.0
searo,Workforce Development,D.4,140368458.34094006,2016.0
euro,Zoonotic Disease,P.4,8207661.134965873,2016.0
amro,Linking Public Health and Security Authorities,R.3,4137627.3119261316,2016.0
searo,Emergency Response Operations,R.2,50175849.4871414,2016.0
searo,Linking Public Health and Security Authorities,R.3,411189.6529627762,2016.0
amro,Unspecified,Unspecified,412263452.33835465,2016.0
wpro,Preparedness,R.1,2763400.2317327186,2016.0
,Linking Public Health and Security Authorities,R.3,2928104.345779652,2016.0
,Preparedness,R.1,101746259.95548576,2016.0
euro,Point of Entry (PoE),PoE,1395517.8588549201,2016.0
emro,Chemical Events,CE,1071589.4473301866,2016.0
wpro,Antimicrobial Resistance (AMR),P.3,13850321.481550299,2016.0
euro,Immunization,P.7,30614471.59705845,2016.0
emro,Emergency Response Operations,R.2,41553495.05082843,2016.0
afro,Radiation Emergencies,RE,2916790.0128066503,2016.0
euro,Real Time Surveillance,D.2,89233320.21949895,2016.0
emro,Biosafety and Biosecurity,P.6,2410537.8851976506,2016.0
emro,Unspecified,Unspecified,433161612.5446258,2016.0
,Immunization,P.7,738444127.3311007,2016.0
emro,Risk Communication,R.5,391588.03099999996,2016.0
,Reporting,D.3,298488256.4240508,2016.0
wpro,Workforce Development,D.4,78384710.25027981,2016.0
searo,"National Legislation, Policy, and Financing",P.1,99108848.03102782,2016.0
amro,Emergency Response Operations,R.2,54567201.83048303,2016.0
,Workforce Development,D.4,658560424.5980268,2016.0
euro,Linking Public Health and Security Authorities,R.3,486037.2040919952,2016.0
searo,Risk Communication,R.5,25652894.913976215,2016.0
emro,Medical Countermeasures and Personnel Deployment,R.4,1429037.198362963,2016.0
,Real Time Surveillance,D.2,206627693.67875642,2016.0
amro,Medical Countermeasures and Personnel Deployment,R.4,4589258.632043465,2016.0
searo,Zoonotic Disease,P.4,57354880.23435383,2016.0
emro,National Laboratory System,D.1,34274566.34290619,2016.0
euro,Food Safety,P.5,9059788.54508207,2016.0
searo,Reporting,D.3,141184577.06677222,2016.0
,Zoonotic Disease,P.4,249031794.78763318,2016.0
emro,"National Legislation, Policy, and Financing",P.1,61542680.4502416,2016.0
,Risk Communication,R.5,18811910.400000002,2016.0
wpro,Real Time Surveillance,D.2,72426786.78156084,2016.0
amro,"National Legislation, Policy, and Financing",P.1,22544969.771068566,2016.0
searo,Food Safety,P.5,34666517.764424436,2016.0
afro,Antimicrobial Resistance (AMR),P.3,79710976.16714923,2016.0
afro,Real Time Surveillance,D.2,860397977.4446611,2016.0
,Point of Entry (PoE),PoE,25013788.371190064,2016.0
afro,Risk Communication,R.5,75903151.77452685,2016.0
emro,Reporting,D.3,112130824.73682638,2016.0
emro,Radiation Emergencies,RE,1804312.0414225983,2016.0
euro,National Laboratory System,D.1,31758445.349721324,2016.0
amro,Zoonotic Disease,P.4,4330087.169922321,2016.0
,Emergency Response Operations,R.2,119321801.78780876,2016.0
euro,Preparedness,R.1,709964.1623820487,2016.0
wpro,Point of Entry (PoE),PoE,11422054.058997054,2016.0
euro,Medical Countermeasures and Personnel Deployment,R.4,10289699.59,2016.0
,National Laboratory System,D.1,242980617.08881608,2016.0
emro,Food Safety,P.5,39127462.30590748,2016.0
euro,Emergency Response Operations,R.2,139987919.15936202,2016.0
afro,Biosafety and Biosecurity,P.6,18238570.89531053,2016.0
amro,National Laboratory System,D.1,51360407.207705066,2016.0
wpro,Risk Communication,R.5,10251019.645549823,2016.0
euro,Unspecified,Unspecified,254715534.61874226,2016.0
afro,Medical Countermeasures and Personnel Deployment,R.4,146826507.65130892,2016.0
euro,Preparedness,R.1,1246399.493014147,2017.0
afro,Zoonotic Disease,P.4,211273414.32563502,2017.0
euro,Reporting,D.3,51772553.063562356,2017.0
afro,Point of Entry (PoE),PoE,102876549.9096635,2017.0
amro,Medical Countermeasures and Personnel Deployment,R.4,3519300.9120919523,2017.0
wpro,Risk Communication,R.5,12784605.496780207,2017.0
wpro,Linking Public Health and Security Authorities,R.3,1210427.8635695698,2017.0
euro,Zoonotic Disease,P.4,3602529.4004599936,2017.0
,National Laboratory System,D.1,234448901.8610632,2017.0
wpro,Antimicrobial Resistance (AMR),P.3,9611484.11165491,2017.0
wpro,Medical Countermeasures and Personnel Deployment,R.4,2447561.356853137,2017.0
amro,Antimicrobial Resistance (AMR),P.3,6965857.789211502,2017.0
amro,Reporting,D.3,30205378.422360864,2017.0
,Risk Communication,R.5,28846830.540000003,2017.0
amro,Linking Public Health and Security Authorities,R.3,931009.0168655877,2017.0
searo,Risk Communication,R.5,31359749.167919908,2017.0
euro,National Laboratory System,D.1,34623441.87892822,2017.0
amro,National Laboratory System,D.1,76713788.29539041,2017.0
emro,Immunization,P.7,309725866.27169085,2017.0
wpro,Reporting,D.3,20801658.73297416,2017.0
emro,Food Safety,P.5,20761612.955944676,2017.0
afro,"National Legislation, Policy, and Financing",P.1,570635313.0609086,2017.0
wpro,Immunization,P.7,51533463.765120454,2017.0
,Food Safety,P.5,23347502.09014648,2017.0
searo,Biosafety and Biosecurity,P.6,29836304.995267376,2017.0
euro,Linking Public Health and Security Authorities,R.3,833193.3842328815,2017.0
emro,Antimicrobial Resistance (AMR),P.3,834548.492628531,2017.0
afro,Medical Countermeasures and Personnel Deployment,R.4,299512818.06001884,2017.0
searo,Food Safety,P.5,35333639.74816746,2017.0
afro,Risk Communication,R.5,80630115.18616024,2017.0
wpro,Food Safety,P.5,40556174.23100476,2017.0
euro,Emergency Response Operations,R.2,1908670.2766140362,2017.0
,Chemical Events,CE,3631729.585609625,2017.0
amro,Food Safety,P.5,76065092.50515635,2017.0
,Biosafety and Biosecurity,P.6,33029156.04505761,2017.0
afro,Food Safety,P.5,270357493.83741796,2017.0
searo,Linking Public Health and Security Authorities,R.3,536931.8851651318,2017.0
,Point of Entry (PoE),PoE,27834722.02985216,2017.0
emro,Chemical Events,CE,6194077.96659403,2017.0
afro,Workforce Development,D.4,1163402872.0079517,2017.0
amro,Emergency Response Operations,R.2,65606197.42515788,2017.0
euro,"National Legislation, Policy, and Financing",P.1,53799057.10264158,2017.0
searo,"National Legislation, Policy, and Financing",P.1,111733044.72749831,2017.0
amro,Zoonotic Disease,P.4,5144062.593395168,2017.0
emro,Unspecified,Unspecified,646838787.2322693,2017.0
amro,Biosafety and Biosecurity,P.6,275154.08332875,2017.0
euro,Point of Entry (PoE),PoE,1186899.9939589389,2017.0
afro,Preparedness,R.1,142669083.4514658,2017.0
searo,Preparedness,R.1,24798139.281065676,2017.0
amro,Immunization,P.7,33323937.976411458,2017.0
searo,Immunization,P.7,444102626.6391429,2017.0
euro,Immunization,P.7,21715299.911140356,2017.0
wpro,Zoonotic Disease,P.4,7417240.408898313,2017.0
emro,Real Time Surveillance,D.2,206917829.64799336,2017.0
wpro,Workforce Development,D.4,63628615.46786574,2017.0
amro,Preparedness,R.1,18333311.25848038,2017.0
wpro,Preparedness,R.1,1673022.2523423422,2017.0
wpro,Real Time Surveillance,D.2,73121786.93973587,2017.0
searo,Workforce Development,D.4,153502027.2790665,2017.0
emro,Preparedness,R.1,17519276.736868262,2017.0
searo,Point of Entry (PoE),PoE,2584055.753958939,2017.0
euro,Real Time Surveillance,D.2,59141495.26145643,2017.0
amro,Workforce Development,D.4,53648408.30093204,2017.0
wpro,Unspecified,Unspecified,385979059.629558,2017.0
searo,Unspecified,Unspecified,809593181.4249994,2017.0
searo,Radiation Emergencies,RE,329730.01755001757,2017.0
amro,Real Time Surveillance,D.2,31620860.510823153,2017.0
amro,"National Legislation, Policy, and Financing",P.1,80844869.29544093,2017.0
euro,Antimicrobial Resistance (AMR),P.3,65258991.293175966,2017.0
searo,Real Time Surveillance,D.2,329039410.7616432,2017.0
afro,National Laboratory System,D.1,928214828.7653096,2017.0
afro,Immunization,P.7,1562235094.545526,2017.0
afro,Linking Public Health and Security Authorities,R.3,9178285.112629132,2017.0
,Unspecified,Unspecified,3666591762.2146163,2017.0
wpro,National Laboratory System,D.1,40126426.05812836,2017.0
searo,Medical Countermeasures and Personnel Deployment,R.4,6280743.790336117,2017.0
emro,Radiation Emergencies,RE,1805104.6890317632,2017.0
afro,Unspecified,Unspecified,4524385527.005864,2017.0
euro,Workforce Development,D.4,13784935.621876962,2017.0
,"IHR Coordination, Communicaton and Advocacy",P.2,3156346.6886314494,2017.0
searo,National Laboratory System,D.1,118658529.88296032,2017.0
afro,General IHR Implementation,General IHR,5396.8968,2017.0
searo,Antimicrobial Resistance (AMR),P.3,92455997.89258756,2017.0
,General IHR Implementation,General IHR,171576437.23075876,2017.0
wpro,"National Legislation, Policy, and Financing",P.1,22540009.900525484,2017.0
,Radiation Emergencies,RE,191509.24563303677,2017.0
emro,Linking Public Health and Security Authorities,R.3,236765.80261304122,2017.0
,Preparedness,R.1,67216859.80118875,2017.0
amro,Risk Communication,R.5,38253.890652826725,2017.0
emro,Zoonotic Disease,P.4,20099021.295216624,2017.0
emro,National Laboratory System,D.1,31914270.067360915,2017.0
,Workforce Development,D.4,242017788.489305,2017.0
emro,Emergency Response Operations,R.2,401029860.15236586,2017.0
euro,Food Safety,P.5,5075403.104033094,2017.0
afro,Reporting,D.3,1461009505.0593388,2017.0
searo,Emergency Response Operations,R.2,51899150.86816701,2017.0
,Antimicrobial Resistance (AMR),P.3,100145774.33292884,2017.0
,Linking Public Health and Security Authorities,R.3,3376431.133319102,2017.0
emro,Medical Countermeasures and Personnel Deployment,R.4,2893951.3,2017.0
afro,Antimicrobial Resistance (AMR),P.3,140403165.96243298,2017.0
amro,Point of Entry (PoE),PoE,7173853.528880363,2017.0
,Reporting,D.3,390780993.1471788,2017.0
afro,Emergency Response Operations,R.2,539702132.8868741,2017.0
amro,Radiation Emergencies,RE,146739.5,2017.0
emro,Workforce Development,D.4,95636522.52146208,2017.0
,Emergency Response Operations,R.2,599498409.7464399,2017.0
wpro,Point of Entry (PoE),PoE,9135026.264595013,2017.0
searo,Zoonotic Disease,P.4,53232105.663696885,2017.0
euro,Unspecified,Unspecified,284030717.9432466,2017.0
,Medical Countermeasures and Personnel Deployment,R.4,655883394.6238456,2017.0
euro,Biosafety and Biosecurity,P.6,2802760.3991241734,2017.0
amro,Unspecified,Unspecified,501687128.39241964,2017.0
,"National Legislation, Policy, and Financing",P.1,425135516.10485524,2017.0
afro,Biosafety and Biosecurity,P.6,4593559.056081578,2017.0
,Immunization,P.7,940405436.2358488,2017.0
euro,Medical Countermeasures and Personnel Deployment,R.4,9200916.658551905,2017.0
emro,Biosafety and Biosecurity,P.6,4831875.536724189,2017.0
searo,Reporting,D.3,128484758.07200669,2017.0
emro,Reporting,D.3,123053861.13231628,2017.0
emro,"National Legislation, Policy, and Financing",P.1,62921770.65441741,2017.0
afro,Real Time Surveillance,D.2,921030473.6812578,2017.0
,Real Time Surveillance,D.2,186445582.6696782,2017.0
emro,Risk Communication,R.5,4675622.461004095,2017.0
emro,Point of Entry (PoE),PoE,12435599.8263587,2017.0
wpro,Emergency Response Operations,R.2,16697472.589547321,2017.0
,Zoonotic Disease,P.4,139267202.12054798,2017.0
emro,Preparedness,R.1,52956207.260782965,2018.0
amro,Emergency Response Operations,R.2,47351986.37617116,2018.0
euro,Unspecified,Unspecified,234853622.0349711,2018.0
amro,"National Legislation, Policy, and Financing",P.1,28059296.966852188,2018.0
emro,Workforce Development,D.4,97933172.11070308,2018.0
,Real Time Surveillance,D.2,223856887.59070098,2018.0
,Antimicrobial Resistance (AMR),P.3,114747983.98299573,2018.0
searo,Emergency Response Operations,R.2,60558660.40625145,2018.0
afro,Medical Countermeasures and Personnel Deployment,R.4,303893508.2646234,2018.0
euro,Preparedness,R.1,2144973.571387006,2018.0
euro,Emergency Response Operations,R.2,92153370.0208903,2018.0
searo,Workforce Development,D.4,146398991.50559157,2018.0
emro,"National Legislation, Policy, and Financing",P.1,44198230.86052396,2018.0
emro,Emergency Response Operations,R.2,315711072.6165166,2018.0
,Workforce Development,D.4,292407628.6027594,2018.0
afro,Emergency Response Operations,R.2,583349373.8783894,2018.0
searo,Real Time Surveillance,D.2,189033443.96679845,2018.0
,Emergency Response Operations,R.2,795025411.4963241,2018.0
wpro,Biosafety and Biosecurity,P.6,118014.77212000001,2018.0
afro,Chemical Events,CE,695581.8456860951,2018.0
,Chemical Events,CE,3868470.5244036,2018.0
emro,Chemical Events,CE,6906293.891938033,2018.0
afro,Workforce Development,D.4,1081708976.5289752,2018.0
emro,Real Time Surveillance,D.2,159973507.9978173,2018.0
euro,Zoonotic Disease,P.4,5438232.002887834,2018.0
afro,Radiation Emergencies,RE,695581.8456860951,2018.0
emro,Point of Entry (PoE),PoE,1363758.2240504583,2018.0
wpro,Real Time Surveillance,D.2,89849367.85830551,2018.0
searo,Preparedness,R.1,21612722.93365098,2018.0
emro,Immunization,P.7,416530567.1703857,2018.0
euro,Immunization,P.7,19631868.79030232,2018.0
amro,Preparedness,R.1,2965447.174739943,2018.0
euro,Real Time Surveillance,D.2,70130501.60828307,2018.0
wpro,Immunization,P.7,75192585.79858786,2018.0
,Immunization,P.7,1093062635.2701488,2018.0
searo,Immunization,P.7,403418315.39349484,2018.0
amro,Real Time Surveillance,D.2,46726041.52126356,2018.0
afro,Linking Public Health and Security Authorities,R.3,10349262.156566003,2018.0
afro,Immunization,P.7,1399561586.1197536,2018.0
,"IHR Coordination, Communicaton and Advocacy",P.2,3159623.1533428803,2018.0
afro,General IHR Implementation,General IHR,5515.3395359999995,2018.0
,General IHR Implementation,General IHR,182715750.66089532,2018.0
emro,Medical Countermeasures and Personnel Deployment,R.4,8080653.4062109925,2018.0
afro,National Laboratory System,D.1,688201765.6457958,2018.0
euro,Medical Countermeasures and Personnel Deployment,R.4,8328529.544708454,2018.0
emro,Zoonotic Disease,P.4,28702788.75164199,2018.0
searo,Zoonotic Disease,P.4,33155375.942776695,2018.0
afro,Reporting,D.3,1316433019.0760405,2018.0
searo,Point of Entry (PoE),PoE,5580693.579140449,2018.0
emro,Radiation Emergencies,RE,1992809.6470182925,2018.0
,Reporting,D.3,389958513.3332036,2018.0
euro,Food Safety,P.5,6304147.489906485,2018.0
searo,Medical Countermeasures and Personnel Deployment,R.4,9075598.41973856,2018.0
amro,Point of Entry (PoE),PoE,7874481.009495639,2018.0
amro,Immunization,P.7,52638778.75468883,2018.0
wpro,Zoonotic Disease,P.4,39497930.53464246,2018.0
wpro,Antimicrobial Resistance (AMR),P.3,13442022.732430067,2018.0
euro,Point of Entry (PoE),PoE,107101.6191404488,2018.0
,Radiation Emergencies,RE,125613.29348846823,2018.0
emro,Reporting,D.3,133388858.62234809,2018.0
searo,Reporting,D.3,114464189.51191223,2018.0
wpro,Point of Entry (PoE),PoE,10670444.88909588,2018.0
amro,Medical Countermeasures and Personnel Deployment,R.4,11500844.271303,2018.0
,Zoonotic Disease,P.4,210497946.43231764,2018.0
euro,Antimicrobial Resistance (AMR),P.3,69448526.25272955,2018.0
wpro,Reporting,D.3,57702749.0025346,2018.0
,National Laboratory System,D.1,246838869.2214365,2018.0
,Linking Public Health and Security Authorities,R.3,1355617.5193111321,2018.0
afro,Zoonotic Disease,P.4,233687987.29475635,2018.0
amro,Reporting,D.3,35431206.68406585,2018.0
emro,Food Safety,P.5,17533538.04964086,2018.0
euro,Reporting,D.3,24968665.662955355,2018.0
amro,Antimicrobial Resistance (AMR),P.3,6934219.872885942,2018.0
wpro,Medical Countermeasures and Personnel Deployment,R.4,2072850.68,2018.0
,Food Safety,P.5,20544356.991951782,2018.0
emro,Antimicrobial Resistance (AMR),P.3,663462.377409669,2018.0
searo,Food Safety,P.5,47799472.836451694,2018.0
wpro,Food Safety,P.5,58778891.80874336,2018.0
amro,Food Safety,P.5,78970249.1382368,2018.0
euro,Linking Public Health and Security Authorities,R.3,570029.0962400968,2018.0
afro,Food Safety,P.5,219503454.50328276,2018.0
euro,National Laboratory System,D.1,38434927.853070915,2018.0
afro,Biosafety and Biosecurity,P.6,30111492.379262675,2018.0
afro,Risk Communication,R.5,110359335.43459092,2018.0
searo,Radiation Emergencies,RE,17260.4252968793,2018.0
searo,Biosafety and Biosecurity,P.6,29985656.97583058,2018.0
afro,"National Legislation, Policy, and Financing",P.1,445237971.9335087,2018.0
searo,Risk Communication,R.5,30994940.181010857,2018.0
,Point of Entry (PoE),PoE,71958782.8868893,2018.0
wpro,National Laboratory System,D.1,178715507.3052653,2018.0
wpro,Risk Communication,R.5,12823859.258321345,2018.0
afro,Point of Entry (PoE),PoE,102249152.22518657,2018.0
searo,Antimicrobial Resistance (AMR),P.3,50851996.218117975,2018.0
,"National Legislation, Policy, and Financing",P.1,439822550.3166737,2018.0
,Risk Communication,R.5,7495226.158,2018.0
afro,Real Time Surveillance,D.2,1021762124.2052416,2018.0
,Biosafety and Biosecurity,P.6,14503058.777430242,2018.0
emro,Biosafety and Biosecurity,P.6,8687277.600315338,2018.0
emro,Risk Communication,R.5,1476777.2234155845,2018.0
euro,Biosafety and Biosecurity,P.6,2584096.911553576,2018.0
euro,Risk Communication,R.5,310108.0,2018.0
amro,Risk Communication,R.5,272957.50285255467,2018.0
amro,National Laboratory System,D.1,54502833.16352497,2018.0
wpro,Preparedness,R.1,1550296.8942342345,2018.0
emro,Linking Public Health and Security Authorities,R.3,232152.49671188256,2018.0
afro,Unspecified,Unspecified,4262630621.3064485,2018.0
,Unspecified,Unspecified,4014455985.85664,2018.0
emro,National Laboratory System,D.1,29172536.909950852,2018.0
euro,Workforce Development,D.4,15157820.91637986,2018.0
amro,Zoonotic Disease,P.4,7779026.118056839,2018.0
amro,Linking Public Health and Security Authorities,R.3,145257.13423887588,2018.0
wpro,Linking Public Health and Security Authorities,R.3,48367.70606106106,2018.0
afro,Preparedness,R.1,158474583.75329262,2018.0
searo,Unspecified,Unspecified,1097370830.9178874,2018.0
searo,"National Legislation, Policy, and Financing",P.1,138837833.47315827,2018.0
wpro,Workforce Development,D.4,48296279.844659075,2018.0
wpro,"National Legislation, Policy, and Financing",P.1,124498524.38839185,2018.0
searo,Linking Public Health and Security Authorities,R.3,1383.2659426517755,2018.0
searo,National Laboratory System,D.1,94342605.0958663,2018.0
amro,Biosafety and Biosecurity,P.6,275439.708684,2018.0
afro,Antimicrobial Resistance (AMR),P.3,116666427.39927179,2018.0
,Medical Countermeasures and Personnel Deployment,R.4,935752648.1613407,2018.0
amro,Unspecified,Unspecified,570071161.738113,2018.0
emro,Unspecified,Unspecified,459178299.92620456,2018.0
euro,"National Legislation, Policy, and Financing",P.1,105853860.30171402,2018.0
amro,Workforce Development,D.4,83922201.47108725,2018.0
wpro,Emergency Response Operations,R.2,21162320.32350798,2018.0
wpro,Unspecified,Unspecified,374454720.0392201,2018.0
,Preparedness,R.1,55836596.25433359,2018.0
searo,Medical Countermeasures and Personnel Deployment,R.4,10097045.818686094,2019.0
euro,Chemical Events,CE,994712.771575944,2019.0
,Chemical Events,CE,232971.0,2019.0
emro,Biosafety and Biosecurity,P.6,5231894.179252118,2019.0
,National Laboratory System,D.1,280437396.5859743,2019.0
euro,Point of Entry (PoE),PoE,126945.57302990573,2019.0
emro,Reporting,D.3,132457580.65599234,2019.0
euro,Preparedness,R.1,691263.2970096132,2019.0
emro,Risk Communication,R.5,2062145.2296185177,2019.0
amro,National Laboratory System,D.1,63853388.14449705,2019.0
searo,Reporting,D.3,135204997.10390636,2019.0
wpro,Zoonotic Disease,P.4,10378269.156450383,2019.0
emro,Food Safety,P.5,8817162.890317386,2019.0
euro,Risk Communication,R.5,493764.0,2019.0
amro,Workforce Development,D.4,97552664.16432017,2019.0
euro,Food Safety,P.5,8286005.616271732,2019.0
searo,Linking Public Health and Security Authorities,R.3,2749742.135411325,2019.0
,"National Legislation, Policy, and Financing",P.1,382204907.21595216,2019.0
,Reporting,D.3,365122265.5620824,2019.0
searo,Zoonotic Disease,P.4,35654792.186344415,2019.0
searo,"National Legislation, Policy, and Financing",P.1,104877363.53032681,2019.0
amro,Point of Entry (PoE),PoE,6516823.514084654,2019.0
amro,Radiation Emergencies,RE,161270.3,2019.0
searo,Real Time Surveillance,D.2,285167940.9468792,2019.0
amro,Risk Communication,R.5,248362.88206291845,2019.0
afro,Reporting,D.3,1925634445.7668731,2019.0
emro,Point of Entry (PoE),PoE,5250498.63003449,2019.0
emro,National Laboratory System,D.1,41580576.667226106,2019.0
searo,Point of Entry (PoE),PoE,4676705.731503768,2019.0
euro,Linking Public Health and Security Authorities,R.3,238422.23635430646,2019.0
amro,Zoonotic Disease,P.4,18377088.79090098,2019.0
afro,Emergency Response Operations,R.2,802198512.2737288,2019.0
emro,Medical Countermeasures and Personnel Deployment,R.4,6820726.676199819,2019.0
afro,Unspecified,Unspecified,5938030967.310074,2019.0
searo,Immunization,P.7,377220614.1140978,2019.0
,General IHR Implementation,General IHR,172456660.7427429,2019.0
,"IHR Coordination, Communicaton and Advocacy",P.2,3254571.5959557355,2019.0
,Emergency Response Operations,R.2,545957999.5769346,2019.0
wpro,Unspecified,Unspecified,432645627.59438163,2019.0
euro,Antimicrobial Resistance (AMR),P.3,67102485.76940859,2019.0
amro,Antimicrobial Resistance (AMR),P.3,18963725.49904926,2019.0
emro,"National Legislation, Policy, and Financing",P.1,44384992.18209335,2019.0
euro,Medical Countermeasures and Personnel Deployment,R.4,6537389.622697405,2019.0
,Real Time Surveillance,D.2,270065993.6044589,2019.0
afro,Antimicrobial Resistance (AMR),P.3,169669048.58858913,2019.0
,Unspecified,Unspecified,3941690116.2376647,2019.0
afro,Immunization,P.7,1596969078.4103158,2019.0
emro,Linking Public Health and Security Authorities,R.3,230769.23076923078,2019.0
,Workforce Development,D.4,277203974.06687826,2019.0
emro,Emergency Response Operations,R.2,328800539.2661555,2019.0
euro,"National Legislation, Policy, and Financing",P.1,82836880.64662322,2019.0
emro,Radiation Emergencies,RE,1183128.7641591232,2019.0
euro,Emergency Response Operations,R.2,47637671.10594878,2019.0
wpro,Immunization,P.7,64823598.30630289,2019.0
searo,Antimicrobial Resistance (AMR),P.3,84075705.9110643,2019.0
euro,Zoonotic Disease,P.4,7710978.468450681,2019.0
wpro,Biosafety and Biosecurity,P.6,212207.27000000002,2019.0
,Antimicrobial Resistance (AMR),P.3,178663096.84365672,2019.0
searo,National Laboratory System,D.1,89146896.85403325,2019.0
emro,Preparedness,R.1,8057647.687911701,2019.0
amro,"National Legislation, Policy, and Financing",P.1,25703966.6763877,2019.0
euro,Workforce Development,D.4,24960225.720821366,2019.0
searo,Biosafety and Biosecurity,P.6,1476789.93,2019.0
amro,Biosafety and Biosecurity,P.6,1431696.118834151,2019.0
afro,Linking Public Health and Security Authorities,R.3,31198251.737622317,2019.0
euro,Biosafety and Biosecurity,P.6,1372596.3577406574,2019.0
wpro,Emergency Response Operations,R.2,21813083.954789944,2019.0
wpro,Antimicrobial Resistance (AMR),P.3,20334312.51116476,2019.0
searo,Workforce Development,D.4,129800275.06272434,2019.0
,Immunization,P.7,1303308890.4880552,2019.0
,Linking Public Health and Security Authorities,R.3,23058.808339622796,2019.0
,Medical Countermeasures and Personnel Deployment,R.4,631222156.3203177,2019.0
amro,Preparedness,R.1,5134119.6746861655,2019.0
wpro,Linking Public Health and Security Authorities,R.3,9859.816399097443,2019.0
amro,Real Time Surveillance,D.2,53845514.319119334,2019.0
euro,Real Time Surveillance,D.2,75363370.97335017,2019.0
wpro,Workforce Development,D.4,87281534.16798458,2019.0
searo,Unspecified,Unspecified,720075493.0260513,2019.0
wpro,National Laboratory System,D.1,81578805.6302177,2019.0
emro,Unspecified,Unspecified,708959441.054982,2019.0
wpro,Medical Countermeasures and Personnel Deployment,R.4,959998.7364216757,2019.0
searo,Emergency Response Operations,R.2,61569876.31081094,2019.0
amro,Immunization,P.7,49490776.657616965,2019.0
afro,Food Safety,P.5,106760578.03262506,2019.0
,Biosafety and Biosecurity,P.6,31559539.197438713,2019.0
afro,National Laboratory System,D.1,1523483472.6208897,2019.0
searo,Food Safety,P.5,47522222.88680609,2019.0
emro,Workforce Development,D.4,101607935.39909498,2019.0
emro,Zoonotic Disease,P.4,8782411.194501873,2019.0
wpro,"National Legislation, Policy, and Financing",P.1,123559321.30478166,2019.0
wpro,Real Time Surveillance,D.2,126833255.12726611,2019.0
afro,Risk Communication,R.5,98942440.22807835,2019.0
amro,Food Safety,P.5,40336913.04110406,2019.0
searo,Radiation Emergencies,RE,21150.81589272305,2019.0
afro,Biosafety and Biosecurity,P.6,56864105.222558185,2019.0
emro,Antimicrobial Resistance (AMR),P.3,2671033.1170143024,2019.0
,Food Safety,P.5,23829003.879776992,2019.0
wpro,Reporting,D.3,12817472.751360387,2019.0
searo,Risk Communication,R.5,39685563.276362866,2019.0
euro,Radiation Emergencies,RE,37852.2,2019.0
euro,Reporting,D.3,23755890.042920075,2019.0
searo,Preparedness,R.1,41116020.58900924,2019.0
afro,"National Legislation, Policy, and Financing",P.1,930875018.2481581,2019.0
euro,Immunization,P.7,36496549.3584621,2019.0
euro,National Laboratory System,D.1,39336870.211589806,2019.0
wpro,Preparedness,R.1,1084636.122819316,2019.0
amro,Medical Countermeasures and Personnel Deployment,R.4,21467352.94078306,2019.0
,Risk Communication,R.5,25430571.726000004,2019.0
amro,Linking Public Health and Security Authorities,R.3,1124593.980428766,2019.0
afro,Preparedness,R.1,205958405.5930663,2019.0
,Radiation Emergencies,RE,46110.604125845595,2019.0
amro,Emergency Response Operations,R.2,40693718.525845505,2019.0
amro,Reporting,D.3,41960826.80375002,2019.0
,Point of Entry (PoE),PoE,81828306.2900038,2019.0
afro,Workforce Development,D.4,2037095848.4567926,2019.0
,Zoonotic Disease,P.4,218823701.31359756,2019.0
euro,Unspecified,Unspecified,209212255.26033133,2019.0
wpro,Point of Entry (PoE),PoE,14352995.764175639,2019.0
wpro,Food Safety,P.5,13593954.521105068,2019.0
emro,Immunization,P.7,362132449.6323715,2019.0
afro,Zoonotic Disease,P.4,183495228.12118724,2019.0
afro,Medical Countermeasures and Personnel Deployment,R.4,898581273.5618771,2019.0
,Preparedness,R.1,94221571.6905044,2019.0
wpro,Risk Communication,R.5,8229231.344003259,2019.0
amro,Unspecified,Unspecified,560418660.9962744,2019.0
afro,Real Time Surveillance,D.2,1359391952.4307804,2019.0
emro,Chemical Events,CE,5247167.311526,2019.0
afro,Point of Entry (PoE),PoE,162024848.84248632,2019.0
emro,Real Time Surveillance,D.2,162348705.94467384,2019.0
wpro,Antimicrobial Resistance (AMR),P.3,32521882.20929387,2020.0
afro,Preparedness,R.1,270221322.70606375,2020.0
